No,Math,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,KhoiA,KhoiA1,KhoiB,KhoiD
'11002778,4,3.75,2.4,0,0,0,4.5,6.25,7,4,6.4,4,4
'11002851,4,4.5,2.6,0,0,0,6,7.5,9,4,6.6,4,4
'11002149,4,3.5,3.2,0,0,0,3.25,5.25,5.25,4,7.2,4,4
'11002740,4,5,3,0,0,0,3.5,5.5,9,4,7,4,4
'11002416,4,7.5,3,0,0,0,4.5,7.5,8.25,4,7,4,4
'11002648,4,7,2.4,0,0,0,5,8.25,8.25,4,6.4,4,4
'11002533,4,5.25,2.8,0,0,0,5.25,5.5,8.25,4,6.8,4,4
'11002614,4,6.25,3.4,0,0,0,5.5,7.75,9.25,4,7.4,4,4
'11002382,4,4.5,3.6,0,0,0,5.5,7,7.5,4,7.6,4,4
'11002466,4,5.75,2.2,0,0,0,6,7.5,7.75,4,6.2,4,4
'11002197,4,4.25,3.2,0,0,0,5.75,6.5,7.75,4,7.2,4,4
'11002469,4,5.75,3.2,0,0,0,4.75,7.5,8.75,4,7.2,4,4
'11002289,4,3.5,2.2,0,0,0,2.25,5.5,5.75,4,6.2,4,4
'11002660,4,8.25,3,0,0,0,6,6.75,9,4,7,4,4
'11002135,4,5,3.8,0,0,0,4.5,7.5,8.5,4,7.8,4,4
'11002387,4,5.5,3,0,0,0,3.75,6.5,7.25,4,7,4,4
'11002600,3.8,6,2.8,0,0,0,4.75,6.5,7.75,3.8,6.6,3.8,3.8
'11002088,3.8,4.75,3.2,0,0,0,5.25,7,8.25,3.8,7,3.8,3.8
'11002405,3.8,5.5,2.4,0,0,0,4.5,6.75,6.75,3.8,6.2,3.8,3.8
'11002199,3.8,3.5,0,0,0,0,4.25,5.5,0,3.8,3.8,3.8,3.8
'11002083,3.8,4.25,1.8,0,0,0,5,8,7.5,3.8,5.6,3.8,3.8
'11002451,3.8,4.75,2.6,0,0,0,4.25,4.25,6.75,3.8,6.4,3.8,3.8
'11002691,3.8,4.25,3,0,0,0,5.75,7.5,8.25,3.8,6.8,3.8,3.8
'11002264,3.8,3.75,3,0,0,0,3.75,4.75,6.25,3.8,6.8,3.8,3.8
'11002201,3.8,4,2.4,0,0,0,2.5,5.25,6,3.8,6.2,3.8,3.8
'11002613,3.8,6.25,3.6,0,0,0,5.75,7.75,9,3.8,7.4,3.8,3.8
'11002275,3.8,5.75,2.2,0,0,0,2.75,2.25,2.25,3.8,6,3.8,3.8
'11002743,3.8,5.5,3.4,0,0,0,4.25,6.25,6,3.8,7.2,3.8,3.8
'11002744,3.8,4.75,3,0,0,0,4.5,6.5,6.75,3.8,6.8,3.8,3.8
'11002276,3.8,3.75,2.4,0,0,0,5.75,6.75,7.75,3.8,6.2,3.8,3.8
'11002266,3.8,6.75,3,0,0,0,5.25,6.25,8.75,3.8,6.8,3.8,3.8
'11002278,3.8,5.5,3.2,0,0,0,6.25,6.5,7.25,3.8,7,3.8,3.8
'11002073,3.8,5,2.8,0,0,0,3,7,6.5,3.8,6.6,3.8,3.8
'11002358,3.8,4,3.2,0,0,0,4.5,6,9,3.8,7,3.8,3.8
'11002300,3.8,4,4,0,0,0,4.5,6.75,8.25,3.8,7.8,3.8,3.8
'11002823,3.8,5.25,3.2,0,0,0,5.25,6,7.5,3.8,7,3.8,3.8
'11002484,3.8,5.25,2.4,0,0,0,4.5,7.5,9,3.8,6.2,3.8,3.8
'11002629,3.8,4.5,3,0,0,0,4.75,6.75,8,3.8,6.8,3.8,3.8
'11002095,3.8,6.5,2,0,0,0,4,6.5,8.25,3.8,5.8,3.8,3.8
'11002345,3.8,4,3.8,0,0,0,2.75,6,8,3.8,7.6,3.8,3.8
'11002715,3.8,6,4.4,0,0,0,4.75,7.25,7.25,3.8,8.2,3.8,3.8
'11002400,3.8,5.25,3.6,0,0,0,4,7.25,8.25,3.8,7.4,3.8,3.8
'11002258,3.8,5.75,2.8,0,0,0,6.5,8,8.25,3.8,6.6,3.8,3.8
'11002723,3.8,6.75,3,0,0,0,6.5,7,7.75,3.8,6.8,3.8,3.8
'11002403,3.8,5.5,3.2,0,0,0,3.5,7,8.25,3.8,7,3.8,3.8
'11002674,3.6,6.5,3.4,0,0,0,4.25,7,9,3.6,7,3.6,3.6
'11002446,3.6,5,4.8,0,0,0,4.25,5.25,6.5,3.6,8.4,3.6,3.6
'11002757,3.6,5,3.4,0,0,0,3.75,3.75,6.25,3.6,7,3.6,3.6
'11002162,3.6,5.5,2.6,0,0,0,2.75,5,7.75,3.6,6.2,3.6,3.6
'11002717,3.6,5,2.6,0,0,0,5.5,7.75,8.5,3.6,6.2,3.6,3.6
'11002760,3.6,4.5,4.4,0,0,0,4.75,4.75,8.25,3.6,8,3.6,3.6
'11002719,3.6,5,3.8,0,0,0,4.25,6,5.75,3.6,7.4,3.6,3.6
'11002192,3.6,5.25,3.6,0,0,0,4,7.5,8.75,3.6,7.2,3.6,3.6
'11002407,3.6,5.25,2.4,0,0,0,4.25,7.5,9,3.6,6,3.6,3.6
'11002321,3.6,6,2.2,0,0,0,4.5,6.75,7,3.6,5.8,3.6,3.6
'11002296,3.6,2.5,4,0,0,0,3.5,6.75,6.25,3.6,7.6,3.6,3.6
'11002096,3.6,4,2.6,0,0,0,4,5.25,3.75,3.6,6.2,3.6,3.6
'11002525,3.6,6.25,1.6,0,0,0,5.5,7,7.75,3.6,5.2,3.6,3.6
'11002455,3.6,5,2.8,0,0,0,3.75,5,7.5,3.6,6.4,3.6,3.6
'11002437,3.6,5.5,3,0,0,0,5.25,6.75,7.25,3.6,6.6,3.6,3.6
'11002655,3.6,6.5,3.8,0,0,0,4.75,7.5,9.5,3.6,7.4,3.6,3.6
'11002398,3.6,4,3.4,0,0,0,4,6,8,3.6,7,3.6,3.6
'11002424,3.6,5.5,3.4,0,0,0,3.5,6,6,3.6,7,3.6,3.6
'11002853,3.6,4.5,3.2,0,0,0,4.75,6.5,7.75,3.6,6.8,3.6,3.6
'11002736,3.6,5.5,4.2,0,0,0,4.5,7,7.5,3.6,7.8,3.6,3.6
'11002737,3.6,4.5,1.6,0,0,0,4.5,6,8.5,3.6,5.2,3.6,3.6
'11002659,3.6,4.5,3.2,0,0,0,6.25,7.75,8.5,3.6,6.8,3.6,3.6
'11002244,3.6,3,1.6,0,0,0,3.5,7.5,7.25,3.6,5.2,3.6,3.6
'11002661,3.6,7,3.4,0,0,0,5.5,7.75,8.75,3.6,7,3.6,3.6
'11002662,3.6,6,2.4,0,0,0,4.25,7.5,8.75,3.6,6,3.6,3.6
'11002237,3.6,3.5,2.8,0,0,0,5,8,8.75,3.6,6.4,3.6,3.6
'11002634,3.6,6,2.4,0,0,0,4.25,7.5,9.5,3.6,6,3.6,3.6
'11002388,3.6,6,2.2,0,0,0,7,7.25,8.5,3.6,5.8,3.6,3.6
'11002032,3.6,4.25,2.6,0,0,0,3.5,7,8.25,3.6,6.2,3.6,3.6
'11002670,3.6,4,2,0,0,0,5.25,6.25,8.5,3.6,5.6,3.6,3.6
'11002048,3.6,5.5,0,0,0,0,6.75,0,0,3.6,3.6,3.6,3.6
'11002709,3.6,5.75,3,0,0,0,7.5,8.5,8.75,3.6,6.6,3.6,3.6
'11002712,3.6,5,2.2,0,0,0,5.75,6.75,8,3.6,5.8,3.6,3.6
'11002490,3.4,6.25,1.4,0,0,0,4.5,6,7.75,3.4,4.8,3.4,3.4
'11002728,3.4,5.5,3,0,0,0,7,7,7.5,3.4,6.4,3.4,3.4
'11002812,3.4,4.25,3.2,0,0,0,4.75,4.5,6.25,3.4,6.6,3.4,3.4
'11002702,3.4,6.25,4.6,0,0,0,4.25,5,5.75,3.4,8,3.4,3.4
'11002703,3.4,6.5,4.2,0,0,0,5.75,6.75,9.25,3.4,7.6,3.4,3.4
'11002731,3.4,4,2,0,0,0,2.25,5.25,5.75,3.4,5.4,3.4,3.4
'11002680,3.4,5.25,3.2,0,0,0,3.5,7.25,8.75,3.4,6.6,3.4,3.4
'11002346,3.4,5,2.8,0,0,0,4.5,8,8.25,3.4,6.2,3.4,3.4
'11002077,3.4,3.5,4.2,0,0,0,3.25,5,5.5,3.4,7.6,3.4,3.4
'11002117,3.4,5.25,3.6,0,0,0,3.5,6.75,7.75,3.4,7,3.4,3.4
'11002389,3.4,6.5,0,0,0,0,0,0,9,3.4,3.4,3.4,3.4
'11002793,3.4,5.5,4.2,0,0,0,4.75,7.75,8,3.4,7.6,3.4,3.4
'11002711,3.4,5.5,3,0,0,0,4.25,5.75,9,3.4,6.4,3.4,3.4
'11002795,3.4,3.75,2.6,0,0,0,3.5,6.75,7.5,3.4,6,3.4,3.4
'11002738,3.4,4.5,3,0,0,0,4.5,3.75,5,3.4,6.4,3.4,3.4
'11002583,3.4,5.25,3.4,0,0,0,7.25,7,8.25,3.4,6.8,3.4,3.4
'11002536,3.4,7,3.2,0,0,0,4.5,6.5,6.5,3.4,6.6,3.4,3.4
'11002071,3.4,4.75,1.2,0,0,0,4.5,6.5,5.75,3.4,4.6,3.4,3.4
'11002671,3.4,4.25,2.6,0,0,0,6.25,6.75,9.5,3.4,6,3.4,3.4
'11002204,3.4,5.25,2.8,0,0,0,6.25,6.25,7.5,3.4,6.2,3.4,3.4
'11002831,3.4,6,2.6,0,0,0,6.25,8.25,9.75,3.4,6,3.4,3.4
'11002384,3.4,5.75,4,0,0,0,4,6.5,8,3.4,7.4,3.4,3.4
'11002865,3.4,5.25,2.6,0,0,0,6,7,7.75,3.4,6,3.4,3.4
'11002720,3.4,5.75,3.6,0,0,0,3,5,5.75,3.4,7,3.4,3.4
'11002060,3.4,5.5,3.2,0,0,0,6.5,7.25,7,3.4,6.6,3.4,3.4
'11002676,3.4,6.25,2.2,0,0,0,5.75,7.25,9.25,3.4,5.6,3.4,3.4
'11002508,3.4,4.5,0,0,0,0,4.5,5.75,0,3.4,3.4,3.4,3.4
'11002622,3.4,5.25,2.2,0,0,0,6,6,8.75,3.4,5.6,3.4,3.4
'11002138,3.2,5.25,1.8,0,0,0,4.75,6,6.5,3.2,5,3.2,3.2
'11002602,3.2,7.5,3,0,0,0,3.75,6.5,8.75,3.2,6.2,3.2,3.2
'11002755,3.2,5,4.2,0,0,0,5,7.5,7.25,3.2,7.4,3.2,3.2
'11002578,3.2,4.75,3,0,0,0,3.25,7,8.25,3.2,6.2,3.2,3.2
'11002450,3.2,4.25,4.2,0,0,0,4.5,7.25,7.75,3.2,7.4,3.2,3.2
'11002664,3.2,4.25,3.2,0,0,0,4.75,6.75,7.5,3.2,6.4,3.2,3.2
'11002775,3.2,4.25,2.4,0,0,0,3.75,4.25,5.25,3.2,5.6,3.2,3.2
'11002557,3.2,6.5,2,0,0,0,5.25,5,7.5,3.2,5.2,3.2,3.2
'11002223,3.2,6.5,2.2,0,0,0,4,5.5,5.75,3.2,5.4,3.2,3.2
'11002379,3.2,4,2,0,0,0,4.5,6.5,6.75,3.2,5.2,3.2,3.2
'11002686,3.2,5.5,2,0,0,0,5.5,7.25,9.5,3.2,5.2,3.2,3.2
'11002335,3.2,4.25,3.8,0,0,0,5.25,7.75,7.75,3.2,7,3.2,3.2
'11002626,3.2,4.75,2.4,0,0,0,5.5,6.25,9,3.2,5.6,3.2,3.2
'11002612,3.2,5.5,1.6,0,0,0,5,8.25,9,3.2,4.8,3.2,3.2
'11002517,3.2,3.5,1.8,0,0,0,4.5,5.25,6,3.2,5,3.2,3.2
'11002279,3,5.25,2,0,0,0,4.75,5.75,6.5,3,5,3,3
'11002248,3,4.25,0,0,0,0,5.5,0,0,3,3,3,3
'11002682,3,7,3,0,0,0,5,7.25,9,3,6,3,3
'11002652,3,6.5,3,0,0,0,4.75,6,8.75,3,6,3,3
'11002685,3,5.75,2.8,0,0,0,5,6.75,9,3,5.8,3,3
'11002611,3,5.5,2.8,0,0,0,4,7.5,9,3,5.8,3,3
'11002668,3,6,3.8,0,0,0,4.25,6.5,8.25,3,6.8,3,3
'11002637,3,4.25,1.8,0,0,0,3.75,4.5,8.75,3,4.8,3,3
'11002334,3,5.5,2.4,0,0,0,6.25,6.25,9,3,5.4,3,3
'11002708,3,5.25,5,0,0,0,5,7,7.5,3,8,3,3
'11002641,3,5.25,2.6,0,0,0,3.75,5.75,6.5,3,5.6,3,3
'11002281,3,3.5,3.2,0,0,0,5.25,7.25,7.5,3,6.2,3,3
'11002376,3,3.25,2.4,0,0,0,2.25,3.75,6,3,5.4,3,3
'11002195,3,4.75,2.6,0,0,0,3.75,5.25,8.25,3,5.6,3,3
'11002714,3,5.5,3.2,0,0,0,4,6.75,7.75,3,6.2,3,3
'11002695,3,7,1.4,0,0,0,3.25,6.5,7.5,3,4.4,3,3
'11002291,3,5.25,0,0,0,0,5,6.75,0,3,3,3,3
'11002061,3,5.75,2,0,0,0,3.75,7.25,6.5,3,5,3,3
'11002261,3,5.25,2.8,0,0,0,2.25,5,7,3,5.8,3,3
'11002086,2.8,3.5,2.8,0,0,0,3.5,7,6.5,2.8,5.6,2.8,2.8
'11002327,2.8,6,1.8,0,0,0,3.5,6,7.25,2.8,4.6,2.8,2.8
'11002158,2.8,3.25,2.6,0,0,0,4.5,6.5,5.5,2.8,5.4,2.8,2.8
'11002718,2.8,6,2,0,0,0,4.5,6.25,8,2.8,4.8,2.8,2.8
'11002761,2.8,5.5,4.2,0,0,0,5.25,8,6.5,2.8,7,2.8,2.8
'11002628,2.8,6.5,2.4,0,0,0,6.5,7.5,9,2.8,5.2,2.8,2.8
'11002790,2.8,0,3,0,0,0,0,0,0,2.8,5.8,2.8,2.8
'11002443,2.8,5.75,2.6,0,0,0,3,5.75,8,2.8,5.4,2.8,2.8
'11002848,2.8,5,2.8,0,0,0,5,6.75,7.75,2.8,5.6,2.8,2.8
'11002751,2.8,5,2.4,0,0,0,6.5,7,8.25,2.8,5.2,2.8,2.8
'11002741,2.8,3.5,1.4,0,0,0,4.25,2.75,6.25,2.8,4.2,2.8,2.8
'11002687,2.8,6.75,2.4,0,0,0,3.25,6,9.5,2.8,5.2,2.8,2.8
'11002153,2.8,3,0,0,0,0,4,5,0,2.8,2.8,2.8,2.8
'11002287,2.8,3.5,0,0,0,0,4.75,6.5,0,2.8,2.8,2.8,2.8
'11002617,2.6,4.75,2.6,0,0,0,4,6,9.75,2.6,5.2,2.6,2.6
'11002160,2.6,3.75,3.2,0,0,0,5,5.25,5.5,2.6,5.8,2.6,2.6
'11002710,2.6,3.5,1.2,0,0,0,3.75,5,6.25,2.6,3.8,2.6,2.6
'11002136,2.6,4.25,2.8,0,0,0,4.25,8.25,8.25,2.6,5.4,2.6,2.6
'11002401,2.6,5,2.6,0,0,0,3.5,5.75,7.5,2.6,5.2,2.6,2.6
'11002609,2.6,5.25,2,0,0,0,2.25,5.5,7.75,2.6,4.6,2.6,2.6
'11002282,2.6,4,2.2,0,0,0,3,5.25,4.5,2.6,4.8,2.6,2.6
'11002215,2.6,2.75,2.4,0,0,0,5,8.25,6.75,2.6,5,2.6,2.6
'11002029,2.6,3.75,2.8,0,0,0,3.5,0,0,2.6,5.4,2.6,2.6
'11002293,2.6,3.5,0,0,0,0,4.25,4.25,0,2.6,2.6,2.6,2.6
'11002643,2.6,5.75,3,0,0,0,4.75,7.75,8.5,2.6,5.6,2.6,2.6
'11002644,2.6,2.75,2,0,0,0,0,0,0,2.6,4.6,2.6,2.6
'11002217,2.6,4.5,2,0,0,0,4.75,6.25,0,2.6,4.6,2.6,2.6
'11002154,2.6,2.5,0,0,0,0,4,5.75,0,2.6,2.6,2.6,2.6
'11002133,2.6,4.5,3.2,0,0,0,5,7,7,2.6,5.8,2.6,2.6
'11002109,2.4,4.5,2.4,0,0,0,4,7,6.5,2.4,4.8,2.4,2.4
'11002094,2.4,5.25,2.6,0,0,0,5.75,7.25,8.25,2.4,5,2.4,2.4
'11002672,2.4,5.5,3.8,0,0,0,4.75,5.5,7.75,2.4,6.2,2.4,2.4
'11002756,2.4,4,3.2,0,0,0,4,3.75,6,2.4,5.6,2.4,2.4
'11002298,2.4,4,2.6,0,0,0,4.75,5.5,6.5,2.4,5,2.4,2.4
'11002203,2.4,5,2.4,0,0,0,3.75,4.5,6.5,2.4,4.8,2.4,2.4
'11002017,2.4,4.25,2.4,0,0,0,3.5,5.75,5.75,2.4,4.8,2.4,2.4
'11002186,2.4,5.75,1.8,0,0,0,4.5,7.25,7.75,2.4,4.2,2.4,2.4
'11002638,2.4,4.25,2.4,0,0,0,4,5,7.25,2.4,4.8,2.4,2.4
'11002619,2.2,5.25,3.2,0,0,0,3.75,4.75,7.25,2.2,5.4,2.2,2.2
'11002725,2.2,5,2.6,0,0,0,6,5.5,6.25,2.2,4.8,2.2,2.2
'11002166,2.2,5.75,3.8,0,0,0,4.25,5,7.5,2.2,6,2.2,2.2
'11002024,2.2,3.5,2.8,0,0,0,2.25,5.25,0,2.2,5,2.2,2.2
'11002684,2.2,5.5,3.2,0,0,0,4.75,6.5,9.5,2.2,5.4,2.2,2.2
'11002777,2.2,5.75,2.6,0,0,0,4,6.25,8.5,2.2,4.8,2.2,2.2
'11002721,2.2,5,2,0,0,0,4.25,6,5.75,2.2,4.2,2.2,2.2
'11002669,2.2,6.5,3.4,0,0,0,4,6,9.25,2.2,5.6,2.2,2.2
'11002184,2.2,3,2,0,0,0,2.25,5,5.25,2.2,4.2,2.2,2.2
'11002069,2,3.25,3.2,0,0,0,2.75,5.25,6.75,2,5.2,2,2
'11002468,2,5,1.8,0,0,0,4.25,0,0,2,3.8,2,2
'11002079,2,2.25,0,0,0,0,4.75,4.75,0,2,2,2,2
'11002618,2,4.75,4.8,0,0,0,4.75,5.75,8.5,2,6.8,2,2
'11002213,1.8,4.5,1.6,0,0,0,4.5,5,5.75,1.8,3.4,1.8,1.8
'11002852,1.8,3.75,2.8,0,0,0,5.25,5.5,7.75,1.8,4.6,1.8,1.8
'11002811,1.2,4,2.2,0,0,0,0,0,0,1.2,3.4,1.2,1.2
'11002607,1.2,3.25,2.6,0,0,0,4,3.25,0,1.2,3.8,1.2,1.2
'11002246,1,3.5,1.4,0,0,0,2.75,6.25,7,1,2.4,1,1
'11002034,1,0,2.2,0,0,0,4.75,7,0,1,3.2,1,1
'11002567,0,5.75,0,0,0,0,8.75,8.75,0,0,0,0,0
'11002102,0,8,0,0,0,0,8.25,8.25,0,0,0,0,0
'11002657,0,9,0,0,0,0,8.5,8.25,8.5,0,0,0,0
'11002847,0,6.75,0,0,0,0,9,9.75,0,0,0,0,0
'11002255,0,7,0,0,0,0,9,9.25,0,0,0,0,0
'11002639,0,8,0,0,0,0,9.75,9.75,0,0,0,0,0
'11002521,0,7.25,0,0,0,0,9.25,10,0,0,0,0,0
'11002781,0,7,0,0,0,0,8.75,8.5,0,0,0,0,0
'11002827,0,6.5,0,0,0,0,9.5,9.75,0,0,0,0,0
'11002435,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002127,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002624,0,8,0,0,0,0,9.75,9.25,0,0,0,0,0
'11002807,0,5.25,0,0,0,0,6.25,6.75,0,0,0,0,0
'11002785,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002240,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002378,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002452,0,7.5,0,0,0,0,9.25,9.25,0,0,0,0,0
'11002861,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002862,0,8,0,0,0,0,9,8.5,0,0,0,0,0
'11002198,0,6.25,0,0,0,0,7,8,0,0,0,0,0
'11002078,0,5.25,0,0,0,0,7.75,8.5,0,0,0,0,0
'11002483,0,6,0,0,0,0,7,7,0,0,0,0,0
'11002866,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002150,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002188,0,6.5,0,0,0,0,2.75,5.5,0,0,0,0,0
'11002262,0,0,0,0,0,0,0,0,0,0,0,0,0
'11002395,0,8.25,0,0,0,0,9.25,9,0,0,0,0,0
'11002163,0,4.33,0,0,0,0,3.25,6.5,0,0,0,0,0
,5.4,5.5,4.4,0,0,0,6,7.75,8.75,5.4,9.8,5.4,5.4
